attack_name,target_mode,max_iter,learning_rate,confidence,attack_success_rate,successful_attacks,valid_images,saved_images,failed_budget,total_images,mean_linf_raw,time_elapsed_s
CW_Targeted_Fixed,Fixed,1,0.01,0.0,0.0,0,100,100,0,100,0.005,918.25
CW_Targeted_Fixed,Fixed,1,0.1,0.0,0.0,0,100,100,0,100,0.0485,874.56
CW_Targeted_Fixed,Fixed,20,0.01,0.0,0.0,0,100,100,0,100,0.005,9459.87
CW_Targeted_Fixed,Fixed,20,0.1,0.0,0.0,0,100,100,0,100,0.0485,5849.32
CW_Targeted_Fixed,Fixed,50,0.01,0.0,0.0,0,100,100,0,100,0.005,17158.36
CW_Targeted_Fixed,Fixed,50,0.1,0.0,0.0,0,100,100,0,100,0.0485,18405.26
