attack_name,target_mode,num_random_init,max_iter,eps_step,epsilon,successful_attacks,total_images,attack_success_rate,time_elapsed_s
PGD_Targeted_LeastLikely,LeastLikely,3,40,0.00025,0.01,2,1000,0.2,452.33
PGD_Targeted_LeastLikely,LeastLikely,3,40,0.00075,0.03,603,1000,60.3,449.39
PGD_Targeted_LeastLikely,LeastLikely,3,40,0.00125,0.05,981,1000,98.1,498.66
PGD_Targeted_LeastLikely,LeastLikely,3,40,0.0025,0.1,1000,1000,100.0,449.99
PGD_Targeted_LeastLikely,LeastLikely,5,1,0.001,0.001,0,1000,0.0,35.12
PGD_Targeted_LeastLikely,LeastLikely,5,1,0.003,0.003,0,1000,0.0,35.13
PGD_Targeted_LeastLikely,LeastLikely,5,1,0.005,0.005,0,1000,0.0,35.17
PGD_Targeted_LeastLikely,LeastLikely,5,1,0.01,0.01,0,1000,0.0,33.54
PGD_Targeted_LeastLikely,LeastLikely,5,1,0.03,0.03,0,1000,0.0,31.27
PGD_Targeted_LeastLikely,LeastLikely,5,1,0.05,0.05,0,1000,0.0,30.51
PGD_Targeted_LeastLikely,LeastLikely,5,1,0.1,0.1,3,1000,0.3,30.45
PGD_Targeted_LeastLikely,LeastLikely,5,5,0.0002,0.001,0,1000,0.0,140.06
PGD_Targeted_LeastLikely,LeastLikely,5,5,0.0006,0.003,0,1000,0.0,92.08
PGD_Targeted_LeastLikely,LeastLikely,5,5,0.001,0.005,0,1000,0.0,93.21
PGD_Targeted_LeastLikely,LeastLikely,5,5,0.002,0.01,1,1000,0.1,139.69
PGD_Targeted_LeastLikely,LeastLikely,5,5,0.006,0.03,246,1000,24.6,88.13
PGD_Targeted_LeastLikely,LeastLikely,5,5,0.01,0.05,764,1000,76.4,135.16
PGD_Targeted_LeastLikely,LeastLikely,5,5,0.02,0.1,939,1000,93.9,86.95
PGD_Targeted_LeastLikely,LeastLikely,5,10,0.0001,0.001,0,1000,0.0,212.83
PGD_Targeted_LeastLikely,LeastLikely,5,10,0.0003,0.003,0,1000,0.0,212.01
PGD_Targeted_LeastLikely,LeastLikely,5,10,0.0005,0.005,0,1000,0.0,213.86
PGD_Targeted_LeastLikely,LeastLikely,5,10,0.001,0.01,1,1000,0.1,208.95
PGD_Targeted_LeastLikely,LeastLikely,5,10,0.003,0.03,446,1000,44.6,206.5
PGD_Targeted_LeastLikely,LeastLikely,5,10,0.005,0.05,929,1000,92.9,204.73
PGD_Targeted_LeastLikely,LeastLikely,5,10,0.01,0.1,1000,1000,100.0,204.59
PGD_Targeted_LeastLikely,LeastLikely,5,20,5e-05,0.001,0,1000,0.0,354.07
PGD_Targeted_LeastLikely,LeastLikely,5,20,0.00015,0.003,0,1000,0.0,402.85
PGD_Targeted_LeastLikely,LeastLikely,5,20,0.00025,0.005,0,1000,0.0,400.45
PGD_Targeted_LeastLikely,LeastLikely,5,20,0.0005,0.01,2,1000,0.2,399.78
PGD_Targeted_LeastLikely,LeastLikely,5,20,0.0015,0.03,556,1000,55.6,349.09
PGD_Targeted_LeastLikely,LeastLikely,5,20,0.0025,0.05,967,1000,96.7,394.92
PGD_Targeted_LeastLikely,LeastLikely,5,20,0.005,0.1,1000,1000,100.0,396.02
PGD_Targeted_LeastLikely,LeastLikely,5,40,2.5e-05,0.001,0,1000,0.0,734.33
PGD_Targeted_LeastLikely,LeastLikely,5,40,7.5e-05,0.003,0,1000,0.0,756.17
PGD_Targeted_LeastLikely,LeastLikely,5,40,0.000125,0.005,0,1000,0.0,754.17
PGD_Targeted_LeastLikely,LeastLikely,5,40,0.00025,0.01,2,1000,0.2,730.51
PGD_Targeted_LeastLikely,LeastLikely,5,40,0.00075,0.03,608,1000,60.8,728.78
PGD_Targeted_LeastLikely,LeastLikely,5,40,0.00125,0.05,980,1000,98.0,724.74
PGD_Targeted_LeastLikely,LeastLikely,5,40,0.0025,0.1,1000,1000,100.0,769.97
